,,,
Description,Position/ Level,Quantity,Unit
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
"Bar reinforcement; high yield steel bars, BS 4449:2005+A3:2016, delivered to site cut, bent and labelled",18,,
"Bars, fixing with tying wire",1,,
6mm,1,1,t
6mm,1,1,t
6mm,1,1,t
6mm,1,1,t
8mm,2,1,t
8mm,2,1,t
8mm,2,1,t
8mm,2,1,t
10mm,3,1,t
10mm,3,1,t
10mm,3,1,t
10mm,3,1,t
12mm,4,1,t
12mm,4,1,t
12mm,4,1,t
12mm,4,1,t
16mm,5,1,t
16mm,5,1,t
16mm,5,1,t
16mm,5,1,t
20mm,6,1,t
20mm,6,1,t
20mm,6,1,t
20mm,6,1,t
25mm,7,1,t
25mm,7,1,t
25mm,7,1,t
25mm,7,1,t
32mm,8,1,t
32mm,8,1,t
32mm,8,1,t
32mm,8,1,t
40mm,9,1,t
40mm,9,1,t
40mm,9,1,t
40mm,9,1,t
Walls,19,,
"Common bricks (PC sum £600 per 1000), BS EN 771-1:2011+A1:2015, in cement mortar (1:3)",1,,
one brick thick,1,1,m2
one brick thick,1,1,m2
one brick thick,1,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
"Class A engineering bricks (PC sum £675 per 1000), BS EN 771-1:2011+A1:2015, in cement mortar (1:3)",2,,
one brick thick,1,1,m2
one brick thick,1,1,m2
one brick thick,1,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
"Class B engineering bricks (PC sum £650 per 1000), BS EN 771-1:2011+A1:2015, in cement mortar (1:3)",3,,
one brick thick,1,1,m2
one brick thick,1,1,m2
one brick thick,1,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
one and a half brick thick,2,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
two brick thick,3,1,m2
"facing bricks (PC sum £700 per 1000), in gauged mortar (1:1:6); flush pointing both sides",4,,
one brick thick; double stretcher bond,1,1,m2
one brick thick; double stretcher bond,1,1,m2
one brick thick; double stretcher bond,1,1,m2
one brick thick; English bond,2,1,m2
one brick thick; English bond,2,1,m2
one brick thick; English bond,2,1,m2
one brick thick; Flemish bond,3,1,m2
one brick thick; Flemish bond,3,1,m2
one brick thick; Flemish bond,3,1,m2
Extra over general brickwork for fair faced work,20,,
Fair facing and flush pointing,1,,
stretcher bond,1,1,m2
stretcher bond,1,1,m2
English bond,2,1,m2
English bond,2,1,m2
Flemish bond,3,1,m2
Flemish bond,3,1,m2
Fair facing and struck or weather struck pointing,2,,
stretcher bond,1,1,m2
stretcher bond,1,1,m2
English bond,2,1,m2
English bond,2,1,m2
Flemish bond,3,1,m2
Flemish bond,3,1,m2
Fair facing and tooled or keyed pointing,3,,
stretcher bond,1,1,m2
stretcher bond,1,1,m2
English bond,2,1,m2
English bond,2,1,m2
Flemish bond,3,1,m2
Flemish bond,3,1,m2
"Cutting, toothing and bonding ends of new walls into existing",21,,
Common brickwork (PC sum £600 per 1000); in alternate courses,1,,
one brick wall,1,1,m
one brick wall,1,1,m
one brick wall,1,1,m
one and a half brick wall,2,1,m
one and a half brick wall,2,1,m
one and a half brick wall,2,1,m
two brick wall,3,1,m
two brick wall,3,1,m
two brick wall,3,1,m
Class B engineering brickwork (PC sum £650 per 1000); in alternate courses,2,,
one brick wall,1,1,m
one brick wall,1,1,m
one brick wall,1,1,m
one and a half brick wall,2,1,m
one and a half brick wall,2,1,m
one and a half brick wall,2,1,m
two brick wall,3,1,m
two brick wall,3,1,m
two brick wall,3,1,m
facing bricks (PC sum £700 per 1000); in alternate courses,3,,
one brick wall,1,1,m
one brick wall,1,1,m
one brick wall,1,1,m
In-Situ Concrete & Large Precast Concrete,3,,
"E10: MIXING, CASTING, CURING IN-SITU CONCRETE",1,,
Plain in-situ concrete; mix C10P,1,,
Foundations; poured on or against earth or unblinded hardcore,1,,
generally,1,1,m3
generally,1,1,m3
Ground beams; poured on or against earth or unblinded hardcore,2,,
generally,1,1,m3
generally,1,1,m3
Isolated foundations; poured on or against earth or unblinded hardcore,3,,
generally,1,1,m3
generally,1,1,m3
Beds; poured on or against earth or unblinded hardcore,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Filling hollow walls,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
Plain in-situ concrete; mix C15P,2,,
Foundations; poured on or against unblinded hardcore,1,,
generally,1,1,m3
generally,1,1,m3
Ground beams; poured on or against earth or unblinded hardcore,2,,
generally,1,1,m3
generally,1,1,m3
Isolated foundations; poured on or against earth or unblinded hardcore,3,,
generally,1,1,m3
generally,1,1,m3
Beds; poured on or against earth or unblinded hardcore,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Filling hollow walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
Plain in-situ concrete; mix C20P,3,,
Foundations; poured on or against earth or unblinded hardcore,1,,
generally,1,1,m3
generally,1,1,m3
Ground beams; poured on or against earth or unblinded hardcore,2,,
generally,1,1,m3
generally,1,1,m3
Isolated foundations; poured on or against earth or unblinded hardcore,3,,
generally,1,1,m3
generally,1,1,m3
Beds; poured on or against earth or unblinded hardcore,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Filling hollow walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
Columns,7,,
generally,1,1,m3
generally,1,1,m3
Column casings,8,,
generally,1,1,m3
generally,1,1,m3
Plain in-situ concrete; mix C25P,4,,
Foundations; poured on or against earth or unblinded hardcore,1,,
generally,1,1,m3
generally,1,1,m3
Ground beams; poured on or against earth or unblinded hardcore,2,,
generally,1,1,m3
generally,1,1,m3
Isolated foundations; poured on or against earth or unblinded hardcore,3,,
generally,1,1,m3
generally,1,1,m3
Beds; poured on or against earth or unblinded hardcore,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Filling hollow walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
Columns,7,,
generally,1,1,m3
generally,1,1,m3
Column casings,8,,
generally,1,1,m3
generally,1,1,m3
Reinforced in-situ concrete; mix C20P,5,,
Foundations,1,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Ground beams,2,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Isolated foundations,3,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beds,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Slabs,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Diaphragm walls,7,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Beams,8,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beam casings,9,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Columns,10,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Column casings,11,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Staircases,12,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Upstands,13,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Reinforced in-situ concrete; mix C25P,6,,
Foundations,1,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Ground beams,2,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Isolated foundations,3,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beds,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Slabs,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Diaphragm walls,7,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Beams,8,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beam casings,9,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Columns,10,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Column casings,11,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Staircases,12,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Upstands,13,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Reinforced in-situ concrete; mix C30P,7,,
Foundations,1,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Ground beams,2,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Isolated foundations,3,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beds,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Slabs,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Diaphragm walls,7,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Beams,8,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beam casings,9,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Columns,10,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Column casings,11,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Staircases,12,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Upstands,13,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Reinforced in-situ concrete; mix C35P,8,,
Foundations,1,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Ground beams,2,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Isolated foundations,3,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beds,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Slabs,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Diaphragm walls,7,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Beams,8,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beam casings,9,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Columns,10,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Column casings,11,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Staircases,12,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Upstands,13,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Reinforced in-situ concrete; mix C40P,9,,
Foundations,1,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Ground beams,2,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Isolated foundations,3,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beds,4,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Slabs,5,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Walls,6,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Diaphragm walls,7,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
150 - 450mm thick,2,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
over 450mm thick,3,1,m3
Beams,8,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Beam casings,9,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Columns,10,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Column casings,11,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Staircases,12,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Upstands,13,,
generally,1,1,m3
generally,1,1,m3
generally,1,1,m3
Wedging and grouting bases or the like,10,,
Wedging up with steel shims and grouting under bases with cement mortar (1:3); 25mm thick,1,,
not exceeding 0.10m2,1,1,nr
not exceeding 0.10m2,1,1,nr
0.10 - 0.25m2,2,1,nr
0.10 - 0.25m2,2,1,nr
0.25 - 0.50m2,3,1,nr
0.25 - 0.50m2,3,1,nr
Wedging up with steel shims and grouting under bases with cement mortar (1:3); 50mm thick,2,,
not exceeding 0.10m2,1,1,nr
not exceeding 0.10m2,1,1,nr
0.10 - 0.25m2,2,1,nr
0.10 - 0.25m2,2,1,nr
0.25 - 0.50m2,3,1,nr
0.25 - 0.50m2,3,1,nr
E20: FORMWORK FOR IN-SITU CONCRETE,2,,
Formwork to general finish,1,,
Sides of foundations,1,,
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
Sides of ground beams and edges of beds,2,,
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
Edges of suspended slabs,3,,
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
Sides of upstands,4,,
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
Steps in top surfaces,5,,
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
Steps in soffits,6,,
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
Machine bases and plinths,7,,
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
